year,areakm,municipality,geocode_ibge,state
2012,197.23724197866983,Angico,1701051,Tocantins
2013,197.64534368758117,Angico,1701051,Tocantins
2014,197.64534368758117,Angico,1701051,Tocantins
2015,197.80094851109718,Angico,1701051,Tocantins
2016,197.80094851109718,Angico,1701051,Tocantins
2017,197.87106746199578,Angico,1701051,Tocantins
2018,199.55410883662702,Angico,1701051,Tocantins
2019,201.56863609327547,Angico,1701051,Tocantins
2020,201.79451501287602,Angico,1701051,Tocantins
2021,201.79451501287602,Angico,1701051,Tocantins
2022,201.87875875673478,Angico,1701051,Tocantins
2007,0,Aparecida do Rio Negro,1701101,Tocantins
2008,0,Aparecida do Rio Negro,1701101,Tocantins
2009,0,Aparecida do Rio Negro,1701101,Tocantins
2010,0,Aparecida do Rio Negro,1701101,Tocantins
2011,0,Aparecida do Rio Negro,1701101,Tocantins
2012,0,Aparecida do Rio Negro,1701101,Tocantins
2013,0,Aparecida do Rio Negro,1701101,Tocantins
2014,0,Aparecida do Rio Negro,1701101,Tocantins
2015,0,Aparecida do Rio Negro,1701101,Tocantins
2016,0,Aparecida do Rio Negro,1701101,Tocantins
2017,0,Aparecida do Rio Negro,1701101,Tocantins
2018,0,Aparecida do Rio Negro,1701101,Tocantins
2019,0,Aparecida do Rio Negro,1701101,Tocantins
2020,0,Aparecida do Rio Negro,1701101,Tocantins
2021,0,Aparecida do Rio Negro,1701101,Tocantins
2022,0,Aparecida do Rio Negro,1701101,Tocantins
2007,976.7753759745214,Aragominas,1701309,Tocantins
2008,987.5288888982483,Aragominas,1701309,Tocantins
2009,991.0131554354742,Aragominas,1701309,Tocantins
2010,996.5879865755123,Aragominas,1701309,Tocantins
2011,999.1557744350584,Aragominas,1701309,Tocantins
2012,1000.9961270697978,Aragominas,1701309,Tocantins
2013,1004.1965655568679,Aragominas,1701309,Tocantins
2014,1005.5279545919719,Aragominas,1701309,Tocantins
2015,1007.28284632882,Aragominas,1701309,Tocantins
2016,1008.6010277228679,Aragominas,1701309,Tocantins
2017,1010.4564800911274,Aragominas,1701309,Tocantins
2018,1011.4107615080532,Aragominas,1701309,Tocantins
2019,1011.7053978975022,Aragominas,1701309,Tocantins
2020,1013.3030904650293,Aragominas,1701309,Tocantins
2021,1014.2397308866987,Aragominas,1701309,Tocantins
2022,1015.9530261730735,Aragominas,1701309,Tocantins
2007,46.8239879718519,Araguacema,1701903,Tocantins
2008,48.05432807857726,Araguacema,1701903,Tocantins
2009,49.898503132544874,Araguacema,1701903,Tocantins
2010,53.04251771007107,Araguacema,1701903,Tocantins
2011,53.67598211771507,Araguacema,1701903,Tocantins
2012,54.054195693047916,Araguacema,1701903,Tocantins
2013,55.46377332432461,Araguacema,1701903,Tocantins
2014,55.68472411406614,Araguacema,1701903,Tocantins
2015,60.18773276247152,Araguacema,1701903,Tocantins
2016,64.29112316414857,Araguacema,1701903,Tocantins
2017,64.50014124997102,Araguacema,1701903,Tocantins
2018,64.89232444530641,Araguacema,1701903,Tocantins
2019,64.96067332753262,Araguacema,1701903,Tocantins
2020,65.23385196601627,Araguacema,1701903,Tocantins
2021,65.56389495608082,Araguacema,1701903,Tocantins
2022,66.67939474590305,Araguacema,1701903,Tocantins
2007,744.5961372794251,Araguanã,1702158,Tocantins
2008,745.1811022049258,Araguanã,1702158,Tocantins
2009,745.3819587370118,Araguanã,1702158,Tocantins
2010,745.7125922177005,Araguanã,1702158,Tocantins
2011,745.953473502453,Araguanã,1702158,Tocantins
2012,746.5010558358146,Araguanã,1702158,Tocantins
2013,746.5010558358146,Araguanã,1702158,Tocantins
2014,746.696583677216,Araguanã,1702158,Tocantins
2015,746.696583677216,Araguanã,1702158,Tocantins
2016,746.696583677216,Araguanã,1702158,Tocantins
2017,746.696583677216,Araguanã,1702158,Tocantins
2018,746.942862488297,Araguanã,1702158,Tocantins
2019,747.0706029341802,Araguanã,1702158,Tocantins
2020,747.3085618578218,Araguanã,1702158,Tocantins
2021,747.3085618578218,Araguanã,1702158,Tocantins
2022,747.7224397614583,Araguanã,1702158,Tocantins
2007,1785.7926659558514,Araguatins,1702208,Tocantins
2008,1800.5722506879335,Araguatins,1702208,Tocantins
2009,1805.8613544167154,Araguatins,1702208,Tocantins
2010,1815.2922275596106,Araguatins,1702208,Tocantins
2011,1817.9447961204116,Araguatins,1702208,Tocantins
2012,1819.726617062847,Araguatins,1702208,Tocantins
2013,1821.5295184172728,Araguatins,1702208,Tocantins
2014,1825.4874481859697,Araguatins,1702208,Tocantins
2015,1829.1320687489224,Araguatins,1702208,Tocantins
2016,1831.849698268624,Araguatins,1702208,Tocantins
2017,1835.0862315358772,Araguatins,1702208,Tocantins
2018,1837.713346037994,Araguatins,1702208,Tocantins
2019,1839.9482356621643,Araguatins,1702208,Tocantins
2020,1841.488898618304,Araguatins,1702208,Tocantins
2021,1845.397953839138,Araguatins,1702208,Tocantins
2022,1848.9584558025829,Araguatins,1702208,Tocantins
2007,0.025189539179283606,Araguaçu,1702000,Tocantins
2008,0.025189539179283606,Araguaçu,1702000,Tocantins
2009,0.025189539179283606,Araguaçu,1702000,Tocantins
2010,0.025189539179283606,Araguaçu,1702000,Tocantins
2011,0.025189539179283606,Araguaçu,1702000,Tocantins
2012,0.025189539179283606,Araguaçu,1702000,Tocantins
2013,0.025189539179283606,Araguaçu,1702000,Tocantins
2014,0.025189539179283606,Araguaçu,1702000,Tocantins
2015,0.025189539179283606,Araguaçu,1702000,Tocantins
2016,0.025189539179283606,Araguaçu,1702000,Tocantins
2017,0.025189539179283606,Araguaçu,1702000,Tocantins
2018,0.025189539179283606,Araguaçu,1702000,Tocantins
2019,0.025189539179283606,Araguaçu,1702000,Tocantins
2020,0.025189539179283606,Araguaçu,1702000,Tocantins
2021,0.025189539179283606,Araguaçu,1702000,Tocantins
2022,0.025189539179283606,Araguaçu,1702000,Tocantins
2007,2662.4212466001522,Araguaína,1702109,Tocantins
2008,2664.7289216635722,Araguaína,1702109,Tocantins
2009,2666.6207121926295,Araguaína,1702109,Tocantins
2010,2667.8313852950223,Araguaína,1702109,Tocantins
2011,2669.221819962405,Araguaína,1702109,Tocantins
2012,2670.674006411947,Araguaína,1702109,Tocantins
2013,2680.7834961555795,Araguaína,1702109,Tocantins
2014,2680.910133026555,Araguaína,1702109,Tocantins
2015,2682.9824475038354,Araguaína,1702109,Tocantins
2016,2684.781540500102,Araguaína,1702109,Tocantins
2017,2685.7162483110446,Araguaína,1702109,Tocantins
2018,2685.8803418046937,Araguaína,1702109,Tocantins
2019,2687.294860743424,Araguaína,1702109,Tocantins
2020,2687.5986045345294,Araguaína,1702109,Tocantins
2021,2688.8910740100646,Araguaína,1702109,Tocantins
2022,2690.597208127566,Araguaína,1702109,Tocantins
2007,1461.143741029425,Arapoema,1702307,Tocantins
2008,1461.143741029425,Arapoema,1702307,Tocantins
2009,1461.2284619791167,Arapoema,1702307,Tocantins
2010,1461.4881006848059,Arapoema,1702307,Tocantins
2011,1461.679004120035,Arapoema,1702307,Tocantins
2012,1462.1545490492113,Arapoema,1702307,Tocantins
2013,1462.1545490492113,Arapoema,1702307,Tocantins
2014,1463.4647969023406,Arapoema,1702307,Tocantins
2015,1463.4647969023406,Arapoema,1702307,Tocantins
2016,1465.5493579260233,Arapoema,1702307,Tocantins
2017,1465.9572280250027,Arapoema,1702307,Tocantins
2018,1466.1477710143838,Arapoema,1702307,Tocantins
2019,1466.4338608480175,Arapoema,1702307,Tocantins
2020,1466.5036607950938,Arapoema,1702307,Tocantins
2021,1466.6494478657773,Arapoema,1702307,Tocantins
2022,1466.9216912807858,Arapoema,1702307,Tocantins
2007,0,Arraias,1702406,Tocantins
2008,0,Arraias,1702406,Tocantins
2009,0,Arraias,1702406,Tocantins
2010,0,Arraias,1702406,Tocantins
2011,0,Arraias,1702406,Tocantins
2012,0,Arraias,1702406,Tocantins
2013,0,Arraias,1702406,Tocantins
2014,0,Arraias,1702406,Tocantins
2015,0,Arraias,1702406,Tocantins
2016,0,Arraias,1702406,Tocantins
2017,0,Arraias,1702406,Tocantins
2018,0,Arraias,1702406,Tocantins
2019,0,Arraias,1702406,Tocantins
2020,0,Arraias,1702406,Tocantins
2021,0,Arraias,1702406,Tocantins
2022,0,Arraias,1702406,Tocantins
2007,381.04020703456905,Augustinópolis,1702554,Tocantins
2008,381.2938875391299,Augustinópolis,1702554,Tocantins
2009,381.2938875391299,Augustinópolis,1702554,Tocantins
2010,381.78727096974706,Augustinópolis,1702554,Tocantins
2011,381.8647673871078,Augustinópolis,1702554,Tocantins
2012,381.9432874316984,Augustinópolis,1702554,Tocantins
2013,381.9432874316984,Augustinópolis,1702554,Tocantins
2014,382.54534235560004,Augustinópolis,1702554,Tocantins
2015,382.85780211085495,Augustinópolis,1702554,Tocantins
2016,382.85780211085495,Augustinópolis,1702554,Tocantins
2017,383.10942120858556,Augustinópolis,1702554,Tocantins
2018,383.14968486337006,Augustinópolis,1702554,Tocantins
2019,383.50375555040364,Augustinópolis,1702554,Tocantins
2020,383.6077392711733,Augustinópolis,1702554,Tocantins
2021,383.6825296147585,Augustinópolis,1702554,Tocantins
2022,384.08463010769293,Augustinópolis,1702554,Tocantins
2007,0,Aurora do Tocantins,1702703,Tocantins
2008,0,Aurora do Tocantins,1702703,Tocantins
2009,0,Aurora do Tocantins,1702703,Tocantins
2010,0,Aurora do Tocantins,1702703,Tocantins
2011,0,Aurora do Tocantins,1702703,Tocantins
2012,0,Aurora do Tocantins,1702703,Tocantins
2013,0,Aurora do Tocantins,1702703,Tocantins
2014,0,Aurora do Tocantins,1702703,Tocantins
2015,0,Aurora do Tocantins,1702703,Tocantins
2016,0,Aurora do Tocantins,1702703,Tocantins
2017,0,Aurora do Tocantins,1702703,Tocantins
2018,0,Aurora do Tocantins,1702703,Tocantins
2019,0,Aurora do Tocantins,1702703,Tocantins
2020,0,Aurora do Tocantins,1702703,Tocantins
2021,0,Aurora do Tocantins,1702703,Tocantins
2022,0,Aurora do Tocantins,1702703,Tocantins
2007,138.84848670644442,Axixá do Tocantins,1702901,Tocantins
2008,139.08758173560364,Axixá do Tocantins,1702901,Tocantins
2009,139.14788546262733,Axixá do Tocantins,1702901,Tocantins
2010,139.23625831788857,Axixá do Tocantins,1702901,Tocantins
2011,139.30653706338546,Axixá do Tocantins,1702901,Tocantins
2012,139.36861488007023,Axixá do Tocantins,1702901,Tocantins
2013,139.36861488007023,Axixá do Tocantins,1702901,Tocantins
2014,139.72497921448308,Axixá do Tocantins,1702901,Tocantins
2015,139.7916580140395,Axixá do Tocantins,1702901,Tocantins
2016,139.7916580140395,Axixá do Tocantins,1702901,Tocantins
2017,139.7916580140395,Axixá do Tocantins,1702901,Tocantins
2018,139.86347113122702,Axixá do Tocantins,1702901,Tocantins
2019,139.86347113122702,Axixá do Tocantins,1702901,Tocantins
2020,139.93027727700255,Axixá do Tocantins,1702901,Tocantins
2021,139.93027727700255,Axixá do Tocantins,1702901,Tocantins
2022,140.03548882997364,Axixá do Tocantins,1702901,Tocantins
2007,2.8001493406916595,Babaçulândia,1703008,Tocantins
2008,2.8001493406916595,Babaçulândia,1703008,Tocantins
2009,2.8001493406916595,Babaçulândia,1703008,Tocantins
2010,2.8001493406916595,Babaçulândia,1703008,Tocantins
2011,2.8001493406916595,Babaçulândia,1703008,Tocantins
2012,2.8001493406916595,Babaçulândia,1703008,Tocantins
2013,2.8001493406916595,Babaçulândia,1703008,Tocantins
2014,2.8001493406916595,Babaçulândia,1703008,Tocantins
2015,2.8001493406916595,Babaçulândia,1703008,Tocantins
2016,2.8001493406916595,Babaçulândia,1703008,Tocantins
2017,2.8001493406916595,Babaçulândia,1703008,Tocantins
2018,2.8001493406916595,Babaçulândia,1703008,Tocantins
2019,2.8001493406916595,Babaçulândia,1703008,Tocantins
2020,2.8001493406916595,Babaçulândia,1703008,Tocantins
2021,2.8001493406916595,Babaçulândia,1703008,Tocantins
2022,2.8001493406916595,Babaçulândia,1703008,Tocantins
2007,1497.2354577867677,Bandeirantes do Tocantins,1703057,Tocantins
2008,1497.912960557031,Bandeirantes do Tocantins,1703057,Tocantins
2009,1497.912960557031,Bandeirantes do Tocantins,1703057,Tocantins
2010,1498.1811377035604,Bandeirantes do Tocantins,1703057,Tocantins
2011,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2012,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2013,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2014,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2015,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2016,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2017,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2018,1498.2281709590704,Bandeirantes do Tocantins,1703057,Tocantins
2019,1498.4451482455484,Bandeirantes do Tocantins,1703057,Tocantins
2020,1498.4451482455484,Bandeirantes do Tocantins,1703057,Tocantins
2021,1498.4451482455484,Bandeirantes do Tocantins,1703057,Tocantins
2022,1498.4451482455484,Bandeirantes do Tocantins,1703057,Tocantins
2007,0,Barra do Ouro,1703073,Tocantins
2008,0,Barra do Ouro,1703073,Tocantins
2009,0,Barra do Ouro,1703073,Tocantins
2010,0,Barra do Ouro,1703073,Tocantins
2011,0,Barra do Ouro,1703073,Tocantins
2012,0,Barra do Ouro,1703073,Tocantins
2013,0,Barra do Ouro,1703073,Tocantins
2014,0,Barra do Ouro,1703073,Tocantins
2015,0,Barra do Ouro,1703073,Tocantins
2016,0,Barra do Ouro,1703073,Tocantins
2017,0,Barra do Ouro,1703073,Tocantins
2018,0,Barra do Ouro,1703073,Tocantins
2019,0,Barra do Ouro,1703073,Tocantins
2020,0,Barra do Ouro,1703073,Tocantins
2021,0,Barra do Ouro,1703073,Tocantins
2022,0,Barra do Ouro,1703073,Tocantins
2007,0,Barrolândia,1703107,Tocantins
2008,0,Barrolândia,1703107,Tocantins
2009,0,Barrolândia,1703107,Tocantins
2010,0,Barrolândia,1703107,Tocantins
2011,0,Barrolândia,1703107,Tocantins
2012,0,Barrolândia,1703107,Tocantins
2013,0,Barrolândia,1703107,Tocantins
2014,0,Barrolândia,1703107,Tocantins
2015,0,Barrolândia,1703107,Tocantins
2016,0,Barrolândia,1703107,Tocantins
2017,0,Barrolândia,1703107,Tocantins
2018,0,Barrolândia,1703107,Tocantins
2019,0,Barrolândia,1703107,Tocantins
2020,0,Barrolândia,1703107,Tocantins
2021,0,Barrolândia,1703107,Tocantins
2022,0,Barrolândia,1703107,Tocantins
2007,889.9233523259971,Bernardo Sayão,1703206,Tocantins
2008,890.8985683543036,Bernardo Sayão,1703206,Tocantins
2009,891.2475912795293,Bernardo Sayão,1703206,Tocantins
2010,891.3289623135483,Bernardo Sayão,1703206,Tocantins
2011,891.3289623135483,Bernardo Sayão,1703206,Tocantins
2012,891.3289623135483,Bernardo Sayão,1703206,Tocantins
2013,891.3289623135483,Bernardo Sayão,1703206,Tocantins
2014,891.3289623135483,Bernardo Sayão,1703206,Tocantins
2015,891.3289623135483,Bernardo Sayão,1703206,Tocantins
2016,891.5041545106143,Bernardo Sayão,1703206,Tocantins
2017,891.5041545106143,Bernardo Sayão,1703206,Tocantins
2018,891.5041545106143,Bernardo Sayão,1703206,Tocantins
2019,891.5041545106143,Bernardo Sayão,1703206,Tocantins
2020,891.6864791245945,Bernardo Sayão,1703206,Tocantins
2021,891.6864791245945,Bernardo Sayão,1703206,Tocantins
2022,891.7528888828145,Bernardo Sayão,1703206,Tocantins
2007,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2008,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2009,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2010,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2011,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2012,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2013,6.942589036390581,Bom Jesus do Tocantins,1703305,Tocantins
2014,7.103595376278417,Bom Jesus do Tocantins,1703305,Tocantins
2015,7.659471234476684,Bom Jesus do Tocantins,1703305,Tocantins
2016,8.113434765503213,Bom Jesus do Tocantins,1703305,Tocantins
2017,8.113434765503213,Bom Jesus do Tocantins,1703305,Tocantins
2018,8.113434765503213,Bom Jesus do Tocantins,1703305,Tocantins
2019,8.113434765503213,Bom Jesus do Tocantins,1703305,Tocantins
2020,8.113434765503213,Bom Jesus do Tocantins,1703305,Tocantins
2021,8.535176555087446,Bom Jesus do Tocantins,1703305,Tocantins
2022,8.535176555087446,Bom Jesus do Tocantins,1703305,Tocantins
2007,213.95894609215765,Brasilândia do Tocantins,1703602,Tocantins
2008,213.95894609215765,Brasilândia do Tocantins,1703602,Tocantins
2009,213.95894609215765,Brasilândia do Tocantins,1703602,Tocantins
2010,213.95894609215765,Brasilândia do Tocantins,1703602,Tocantins
2011,213.95894609215765,Brasilândia do Tocantins,1703602,Tocantins
2012,214.23694942642345,Brasilândia do Tocantins,1703602,Tocantins
2013,214.3779765491057,Brasilândia do Tocantins,1703602,Tocantins
2014,214.3779765491057,Brasilândia do Tocantins,1703602,Tocantins
2015,214.3779765491057,Brasilândia do Tocantins,1703602,Tocantins
2016,214.3779765491057,Brasilândia do Tocantins,1703602,Tocantins
2017,214.3779765491057,Brasilândia do Tocantins,1703602,Tocantins
2018,214.50079410361104,Brasilândia do Tocantins,1703602,Tocantins
2019,214.50079410361104,Brasilândia do Tocantins,1703602,Tocantins
2020,214.50079410361104,Brasilândia do Tocantins,1703602,Tocantins
2021,214.50079410361104,Brasilândia do Tocantins,1703602,Tocantins
2022,214.50079410361104,Brasilândia do Tocantins,1703602,Tocantins
2007,0,Brejinho de Nazaré,1703701,Tocantins
2008,0,Brejinho de Nazaré,1703701,Tocantins
2009,0,Brejinho de Nazaré,1703701,Tocantins
2010,0,Brejinho de Nazaré,1703701,Tocantins
2011,0,Brejinho de Nazaré,1703701,Tocantins
2012,0,Brejinho de Nazaré,1703701,Tocantins
2013,0,Brejinho de Nazaré,1703701,Tocantins
2014,0,Brejinho de Nazaré,1703701,Tocantins
2015,0,Brejinho de Nazaré,1703701,Tocantins
2016,0,Brejinho de Nazaré,1703701,Tocantins
2017,0,Brejinho de Nazaré,1703701,Tocantins
2018,0,Brejinho de Nazaré,1703701,Tocantins
2019,0,Brejinho de Nazaré,1703701,Tocantins
2020,0,Brejinho de Nazaré,1703701,Tocantins
2021,0,Brejinho de Nazaré,1703701,Tocantins
2022,0,Brejinho de Nazaré,1703701,Tocantins
2007,213.0326899568397,Buriti do Tocantins,1703800,Tocantins
2008,213.110224513805,Buriti do Tocantins,1703800,Tocantins
2009,213.110224513805,Buriti do Tocantins,1703800,Tocantins
2010,213.110224513805,Buriti do Tocantins,1703800,Tocantins
2011,213.110224513805,Buriti do Tocantins,1703800,Tocantins
2012,213.110224513805,Buriti do Tocantins,1703800,Tocantins
2013,213.110224513805,Buriti do Tocantins,1703800,Tocantins
2014,213.26543819501526,Buriti do Tocantins,1703800,Tocantins
2015,213.26543819501526,Buriti do Tocantins,1703800,Tocantins
2016,213.26543819501526,Buriti do Tocantins,1703800,Tocantins
2017,213.26543819501526,Buriti do Tocantins,1703800,Tocantins
2018,213.26543819501526,Buriti do Tocantins,1703800,Tocantins
2019,213.26543819501526,Buriti do Tocantins,1703800,Tocantins
2020,213.39891286694467,Buriti do Tocantins,1703800,Tocantins
2021,213.39891286694467,Buriti do Tocantins,1703800,Tocantins
2022,213.39891286694467,Buriti do Tocantins,1703800,Tocantins
2007,105.03661918593473,Cachoeirinha,1703826,Tocantins
2008,105.5418043884097,Cachoeirinha,1703826,Tocantins
2009,105.6874913557322,Cachoeirinha,1703826,Tocantins
2010,105.6874913557322,Cachoeirinha,1703826,Tocantins
2011,105.83440604380603,Cachoeirinha,1703826,Tocantins
2012,106.55293899883453,Cachoeirinha,1703826,Tocantins
2013,106.55293899883453,Cachoeirinha,1703826,Tocantins
2014,106.92495705660757,Cachoeirinha,1703826,Tocantins
2015,107.41759868756984,Cachoeirinha,1703826,Tocantins
2016,107.73398667747522,Cachoeirinha,1703826,Tocantins
2017,107.73398667747522,Cachoeirinha,1703826,Tocantins
2018,107.73398667747522,Cachoeirinha,1703826,Tocantins
2019,107.86614884082813,Cachoeirinha,1703826,Tocantins
2020,108.1643188674163,Cachoeirinha,1703826,Tocantins
2021,108.17477704685237,Cachoeirinha,1703826,Tocantins
