year,areakm,municipality,geocode_ibge,state
2012,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2013,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2014,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2015,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2016,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2017,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2018,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2019,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2020,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2021,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2022,0.25216986522987056,Campinápolis,5102603,Mato Grosso
2007,261.2718756000901,Campo Novo do Parecis,5102637,Mato Grosso
2008,262.2427759476831,Campo Novo do Parecis,5102637,Mato Grosso
2009,262.3938078737004,Campo Novo do Parecis,5102637,Mato Grosso
2010,262.3978485055106,Campo Novo do Parecis,5102637,Mato Grosso
2011,263.59227105894746,Campo Novo do Parecis,5102637,Mato Grosso
2012,263.59227105894746,Campo Novo do Parecis,5102637,Mato Grosso
2013,263.6068654385129,Campo Novo do Parecis,5102637,Mato Grosso
2014,264.12740088535816,Campo Novo do Parecis,5102637,Mato Grosso
2015,264.12740088535816,Campo Novo do Parecis,5102637,Mato Grosso
2016,264.92535897654597,Campo Novo do Parecis,5102637,Mato Grosso
2017,265.1686569319384,Campo Novo do Parecis,5102637,Mato Grosso
2018,265.1686569319384,Campo Novo do Parecis,5102637,Mato Grosso
2019,268.21270106138434,Campo Novo do Parecis,5102637,Mato Grosso
2020,268.21270106138434,Campo Novo do Parecis,5102637,Mato Grosso
2021,272.17860203010235,Campo Novo do Parecis,5102637,Mato Grosso
2022,274.0660039216065,Campo Novo do Parecis,5102637,Mato Grosso
2007,364.6911354852549,Campo Verde,5102678,Mato Grosso
2008,366.34657754407436,Campo Verde,5102678,Mato Grosso
2009,367.0091933366764,Campo Verde,5102678,Mato Grosso
2010,367.1550352978528,Campo Verde,5102678,Mato Grosso
2011,367.36287740772246,Campo Verde,5102678,Mato Grosso
2012,367.36287740772246,Campo Verde,5102678,Mato Grosso
2013,367.5383430131832,Campo Verde,5102678,Mato Grosso
2014,367.8172122067059,Campo Verde,5102678,Mato Grosso
2015,367.8172122067059,Campo Verde,5102678,Mato Grosso
2016,368.05901468096346,Campo Verde,5102678,Mato Grosso
2017,368.360517264114,Campo Verde,5102678,Mato Grosso
2018,368.360517264114,Campo Verde,5102678,Mato Grosso
2019,368.70952995378855,Campo Verde,5102678,Mato Grosso
2020,369.02506146331234,Campo Verde,5102678,Mato Grosso
2021,369.2304834539316,Campo Verde,5102678,Mato Grosso
2022,369.2304834539316,Campo Verde,5102678,Mato Grosso
2007,104.51772296389208,Campos de Júlio,5102686,Mato Grosso
2008,105.14407812927611,Campos de Júlio,5102686,Mato Grosso
2009,105.14407812927611,Campos de Júlio,5102686,Mato Grosso
2010,105.31576677751099,Campos de Júlio,5102686,Mato Grosso
2011,105.38161053313064,Campos de Júlio,5102686,Mato Grosso
2012,105.38161053313064,Campos de Júlio,5102686,Mato Grosso
2013,105.88725905058821,Campos de Júlio,5102686,Mato Grosso
2014,105.88725905058821,Campos de Júlio,5102686,Mato Grosso
2015,106.01911395241677,Campos de Júlio,5102686,Mato Grosso
2016,107.17677383337615,Campos de Júlio,5102686,Mato Grosso
2017,107.5059913645205,Campos de Júlio,5102686,Mato Grosso
2018,107.86951954135323,Campos de Júlio,5102686,Mato Grosso
2019,112.20158040926154,Campos de Júlio,5102686,Mato Grosso
2020,112.2930765097548,Campos de Júlio,5102686,Mato Grosso
2021,112.95652989277723,Campos de Júlio,5102686,Mato Grosso
2022,113.4249529049091,Campos de Júlio,5102686,Mato Grosso
2007,1585.9406232291249,Canabrava do Norte,5102694,Mato Grosso
2008,1615.198549480671,Canabrava do Norte,5102694,Mato Grosso
2009,1621.7663945212046,Canabrava do Norte,5102694,Mato Grosso
2010,1623.9253369515704,Canabrava do Norte,5102694,Mato Grosso
2011,1637.138524166435,Canabrava do Norte,5102694,Mato Grosso
2012,1638.892591973962,Canabrava do Norte,5102694,Mato Grosso
2013,1649.7337940189805,Canabrava do Norte,5102694,Mato Grosso
2014,1651.4424839017597,Canabrava do Norte,5102694,Mato Grosso
2015,1653.930669591605,Canabrava do Norte,5102694,Mato Grosso
2016,1656.5301898773419,Canabrava do Norte,5102694,Mato Grosso
2017,1657.1830246850143,Canabrava do Norte,5102694,Mato Grosso
2018,1658.7649121999323,Canabrava do Norte,5102694,Mato Grosso
2019,1663.1894714196987,Canabrava do Norte,5102694,Mato Grosso
2020,1665.3130289614226,Canabrava do Norte,5102694,Mato Grosso
2021,1671.3781669249474,Canabrava do Norte,5102694,Mato Grosso
2022,1674.2788151400343,Canabrava do Norte,5102694,Mato Grosso
2007,1874.2126970157478,Canarana,5102702,Mato Grosso
2008,1879.8060189288353,Canarana,5102702,Mato Grosso
2009,1880.3442881031094,Canarana,5102702,Mato Grosso
2010,1880.3442881031094,Canarana,5102702,Mato Grosso
2011,1882.3077407177457,Canarana,5102702,Mato Grosso
2012,1889.389930775584,Canarana,5102702,Mato Grosso
2013,1891.9616608205076,Canarana,5102702,Mato Grosso
2014,1899.6443270709221,Canarana,5102702,Mato Grosso
2015,1901.1706661350004,Canarana,5102702,Mato Grosso
2016,1901.8379288485394,Canarana,5102702,Mato Grosso
2017,1903.4467160980794,Canarana,5102702,Mato Grosso
2018,1903.5882421451945,Canarana,5102702,Mato Grosso
2019,1923.3359605564326,Canarana,5102702,Mato Grosso
2020,1926.793630137472,Canarana,5102702,Mato Grosso
2021,1927.662160990877,Canarana,5102702,Mato Grosso
2022,1928.8947074118767,Canarana,5102702,Mato Grosso
2007,1695.367846538232,Carlinda,5102793,Mato Grosso
2008,1699.3154225973549,Carlinda,5102793,Mato Grosso
2009,1699.532721780641,Carlinda,5102793,Mato Grosso
2010,1699.8316889185205,Carlinda,5102793,Mato Grosso
2011,1700.5853400644808,Carlinda,5102793,Mato Grosso
2012,1700.7205020531726,Carlinda,5102793,Mato Grosso
2013,1705.101137788854,Carlinda,5102793,Mato Grosso
2014,1706.5430253242894,Carlinda,5102793,Mato Grosso
2015,1708.972638204704,Carlinda,5102793,Mato Grosso
2016,1714.034100505799,Carlinda,5102793,Mato Grosso
2017,1716.3409217682622,Carlinda,5102793,Mato Grosso
2018,1718.760860700901,Carlinda,5102793,Mato Grosso
2019,1720.8582296347404,Carlinda,5102793,Mato Grosso
2020,1722.4583410596044,Carlinda,5102793,Mato Grosso
2021,1724.364713763492,Carlinda,5102793,Mato Grosso
2022,1725.8356621257585,Carlinda,5102793,Mato Grosso
2007,2430.792368053826,Castanheira,5102850,Mato Grosso
2008,2458.539912004503,Castanheira,5102850,Mato Grosso
2009,2474.3001097392803,Castanheira,5102850,Mato Grosso
2010,2483.009867185205,Castanheira,5102850,Mato Grosso
2011,2489.8389934009283,Castanheira,5102850,Mato Grosso
2012,2501.269408169711,Castanheira,5102850,Mato Grosso
2013,2509.284882993719,Castanheira,5102850,Mato Grosso
2014,2514.59238164816,Castanheira,5102850,Mato Grosso
2015,2523.78271555573,Castanheira,5102850,Mato Grosso
2016,2535.433137113953,Castanheira,5102850,Mato Grosso
2017,2543.1551313460127,Castanheira,5102850,Mato Grosso
2018,2546.3354300200162,Castanheira,5102850,Mato Grosso
2019,2555.084597874927,Castanheira,5102850,Mato Grosso
2020,2562.2872137096324,Castanheira,5102850,Mato Grosso
2021,2567.33754850165,Castanheira,5102850,Mato Grosso
2022,2571.5914622311952,Castanheira,5102850,Mato Grosso
2007,424.4856939150089,Chapada dos Guimarães,5103007,Mato Grosso
2008,424.6275499414925,Chapada dos Guimarães,5103007,Mato Grosso
2009,425.27889818304766,Chapada dos Guimarães,5103007,Mato Grosso
2010,425.53567683974865,Chapada dos Guimarães,5103007,Mato Grosso
2011,425.9091829421298,Chapada dos Guimarães,5103007,Mato Grosso
2012,426.3948683610442,Chapada dos Guimarães,5103007,Mato Grosso
2013,426.3948683610442,Chapada dos Guimarães,5103007,Mato Grosso
2014,427.12279542398073,Chapada dos Guimarães,5103007,Mato Grosso
2015,427.4428747318481,Chapada dos Guimarães,5103007,Mato Grosso
2016,427.5177223855255,Chapada dos Guimarães,5103007,Mato Grosso
2017,427.5177223855255,Chapada dos Guimarães,5103007,Mato Grosso
2018,427.5177223855255,Chapada dos Guimarães,5103007,Mato Grosso
2019,427.58244542477496,Chapada dos Guimarães,5103007,Mato Grosso
2020,427.6512946319201,Chapada dos Guimarães,5103007,Mato Grosso
2021,427.7766325239219,Chapada dos Guimarães,5103007,Mato Grosso
2022,427.7766325239219,Chapada dos Guimarães,5103007,Mato Grosso
2007,1485.2836042533904,Cláudia,5103056,Mato Grosso
2008,1511.7209508332405,Cláudia,5103056,Mato Grosso
2009,1536.973238843781,Cláudia,5103056,Mato Grosso
2010,1545.2985863349854,Cláudia,5103056,Mato Grosso
2011,1556.9819904836913,Cláudia,5103056,Mato Grosso
2012,1560.9298903602216,Cláudia,5103056,Mato Grosso
2013,1580.3812425532699,Cláudia,5103056,Mato Grosso
2014,1601.888917997807,Cláudia,5103056,Mato Grosso
2015,1622.6899496740693,Cláudia,5103056,Mato Grosso
2016,1636.334202944985,Cláudia,5103056,Mato Grosso
2017,1667.941026599258,Cláudia,5103056,Mato Grosso
2018,1717.3563983909357,Cláudia,5103056,Mato Grosso
2019,1809.2803491612194,Cláudia,5103056,Mato Grosso
2020,1853.3535577013292,Cláudia,5103056,Mato Grosso
2021,1877.5815633997045,Cláudia,5103056,Mato Grosso
2022,1894.152014138434,Cláudia,5103056,Mato Grosso
2007,228.90062624190887,Cocalinho,5103106,Mato Grosso
2008,230.1731957578982,Cocalinho,5103106,Mato Grosso
2009,230.8012461916941,Cocalinho,5103106,Mato Grosso
2010,233.14484295503897,Cocalinho,5103106,Mato Grosso
2011,234.64108144965488,Cocalinho,5103106,Mato Grosso
2012,236.30153557138868,Cocalinho,5103106,Mato Grosso
2013,238.41494507378218,Cocalinho,5103106,Mato Grosso
2014,239.78830212318653,Cocalinho,5103106,Mato Grosso
2015,246.8591320662594,Cocalinho,5103106,Mato Grosso
2016,251.222466711203,Cocalinho,5103106,Mato Grosso
2017,262.6382146939506,Cocalinho,5103106,Mato Grosso
2018,263.0071728727883,Cocalinho,5103106,Mato Grosso
2019,265.28566456212826,Cocalinho,5103106,Mato Grosso
2020,265.98157478924736,Cocalinho,5103106,Mato Grosso
2021,266.44406372976385,Cocalinho,5103106,Mato Grosso
2022,268.32223282923053,Cocalinho,5103106,Mato Grosso
2007,3318.444635028337,Colniza,5103254,Mato Grosso
2008,3441.862007014235,Colniza,5103254,Mato Grosso
2009,3516.2371948593564,Colniza,5103254,Mato Grosso
2010,3594.3431057419257,Colniza,5103254,Mato Grosso
2011,3681.220382482735,Colniza,5103254,Mato Grosso
2012,3761.5318380778926,Colniza,5103254,Mato Grosso
2013,3917.411939994537,Colniza,5103254,Mato Grosso
2014,4063.04381560421,Colniza,5103254,Mato Grosso
2015,4312.88343859311,Colniza,5103254,Mato Grosso
2016,4535.997829893528,Colniza,5103254,Mato Grosso
2017,4710.439878768617,Colniza,5103254,Mato Grosso
2018,4944.978044839353,Colniza,5103254,Mato Grosso
2019,5142.629277108128,Colniza,5103254,Mato Grosso
2020,5382.083640178973,Colniza,5103254,Mato Grosso
2021,5649.506972994154,Colniza,5103254,Mato Grosso
2022,6047.306401728769,Colniza,5103254,Mato Grosso
2007,2486.712097290662,Colíder,5103205,Mato Grosso
2008,2495.0897534790856,Colíder,5103205,Mato Grosso
2009,2497.500532317169,Colíder,5103205,Mato Grosso
2010,2498.110093478917,Colíder,5103205,Mato Grosso
2011,2498.5917624355634,Colíder,5103205,Mato Grosso
2012,2500.5825399590376,Colíder,5103205,Mato Grosso
2013,2501.6694916237075,Colíder,5103205,Mato Grosso
2014,2503.1867608837474,Colíder,5103205,Mato Grosso
2015,2514.4720653417553,Colíder,5103205,Mato Grosso
2016,2516.9755086008154,Colíder,5103205,Mato Grosso
2017,2520.494255000235,Colíder,5103205,Mato Grosso
2018,2523.0034712732195,Colíder,5103205,Mato Grosso
2019,2531.3692579376325,Colíder,5103205,Mato Grosso
2020,2537.0013124456373,Colíder,5103205,Mato Grosso
2021,2542.013884709279,Colíder,5103205,Mato Grosso
2022,2545.1127064215493,Colíder,5103205,Mato Grosso
2007,2914.631708651539,Comodoro,5103304,Mato Grosso
2008,2959.5359173796323,Comodoro,5103304,Mato Grosso
2009,2973.1439223279467,Comodoro,5103304,Mato Grosso
2010,2992.481519765535,Comodoro,5103304,Mato Grosso
2011,3010.2057336390744,Comodoro,5103304,Mato Grosso
2012,3017.5699757516386,Comodoro,5103304,Mato Grosso
2013,3048.270346272186,Comodoro,5103304,Mato Grosso
2014,3064.0758301870183,Comodoro,5103304,Mato Grosso
2015,3097.4644893531135,Comodoro,5103304,Mato Grosso
2016,3118.3160260738414,Comodoro,5103304,Mato Grosso
2017,3143.580684292716,Comodoro,5103304,Mato Grosso
2018,3175.3491377712453,Comodoro,5103304,Mato Grosso
2019,3205.839136484858,Comodoro,5103304,Mato Grosso
2020,3238.3064093164703,Comodoro,5103304,Mato Grosso
2021,3261.674988406083,Comodoro,5103304,Mato Grosso
2022,3274.1744913965817,Comodoro,5103304,Mato Grosso
2007,3627.6373171238233,Confresa,5103353,Mato Grosso
2008,3691.3967056780048,Confresa,5103353,Mato Grosso
2009,3698.795767745922,Confresa,5103353,Mato Grosso
2010,3711.714117304665,Confresa,5103353,Mato Grosso
2011,3736.683325964084,Confresa,5103353,Mato Grosso
2012,3786.146540642724,Confresa,5103353,Mato Grosso
2013,3805.7511499201164,Confresa,5103353,Mato Grosso
2014,3829.514456099903,Confresa,5103353,Mato Grosso
2015,3850.3909895566153,Confresa,5103353,Mato Grosso
2016,3868.7032772834655,Confresa,5103353,Mato Grosso
2017,3895.1654036860446,Confresa,5103353,Mato Grosso
2018,3910.389891389997,Confresa,5103353,Mato Grosso
2019,3919.919336309644,Confresa,5103353,Mato Grosso
2020,3949.2882216743533,Confresa,5103353,Mato Grosso
2021,3985.3565249917765,Confresa,5103353,Mato Grosso
2022,4018.0622690670025,Confresa,5103353,Mato Grosso
2007,573.1353143426311,Conquista D'Oeste,5103361,Mato Grosso
2008,574.8004716413708,Conquista D'Oeste,5103361,Mato Grosso
2009,575.6481400620961,Conquista D'Oeste,5103361,Mato Grosso
2010,576.8252090811303,Conquista D'Oeste,5103361,Mato Grosso
2011,579.5505869200914,Conquista D'Oeste,5103361,Mato Grosso
2012,579.7686056280055,Conquista D'Oeste,5103361,Mato Grosso
2013,579.9100239495956,Conquista D'Oeste,5103361,Mato Grosso
2014,580.390329987884,Conquista D'Oeste,5103361,Mato Grosso
2015,580.9410115719432,Conquista D'Oeste,5103361,Mato Grosso
2016,580.9410115719432,Conquista D'Oeste,5103361,Mato Grosso
2017,581.1483319699363,Conquista D'Oeste,5103361,Mato Grosso
2018,581.1686102277138,Conquista D'Oeste,5103361,Mato Grosso
2019,581.943102894031,Conquista D'Oeste,5103361,Mato Grosso
2020,582.1280852719735,Conquista D'Oeste,5103361,Mato Grosso
2021,584.7907059553881,Conquista D'Oeste,5103361,Mato Grosso
2022,586.6113473556396,Conquista D'Oeste,5103361,Mato Grosso
2007,1760.0891356178188,Cotriguaçu,5103379,Mato Grosso
2008,1837.1530117340062,Cotriguaçu,5103379,Mato Grosso
2009,1873.0217717006,Cotriguaçu,5103379,Mato Grosso
2010,1899.4427216615782,Cotriguaçu,5103379,Mato Grosso
2011,1920.817320382272,Cotriguaçu,5103379,Mato Grosso
2012,1964.9091889966464,Cotriguaçu,5103379,Mato Grosso
2013,2007.5084451875828,Cotriguaçu,5103379,Mato Grosso
2014,2053.396631494612,Cotriguaçu,5103379,Mato Grosso
2015,2111.5980430230084,Cotriguaçu,5103379,Mato Grosso
2016,2162.336219344087,Cotriguaçu,5103379,Mato Grosso
2017,2207.4148165462657,Cotriguaçu,5103379,Mato Grosso
2018,2229.5577308762877,Cotriguaçu,5103379,Mato Grosso
2019,2262.449356710396,Cotriguaçu,5103379,Mato Grosso
2020,2312.2289707033547,Cotriguaçu,5103379,Mato Grosso
2021,2342.5916835799644,Cotriguaçu,5103379,Mato Grosso
2022,2383.1302330101576,Cotriguaçu,5103379,Mato Grosso
2007,131.39663053636684,Cuiabá,5103403,Mato Grosso
2008,131.39663053636684,Cuiabá,5103403,Mato Grosso
2009,131.98261174974508,Cuiabá,5103403,Mato Grosso
2010,131.98261174974508,Cuiabá,5103403,Mato Grosso
2011,132.1286121993343,Cuiabá,5103403,Mato Grosso
2012,132.1286121993343,Cuiabá,5103403,Mato Grosso
2013,132.20846461779112,Cuiabá,5103403,Mato Grosso
2014,132.41792022043515,Cuiabá,5103403,Mato Grosso
2015,132.41792022043515,Cuiabá,5103403,Mato Grosso
2016,132.41792022043515,Cuiabá,5103403,Mato Grosso
2017,132.41792022043515,Cuiabá,5103403,Mato Grosso
2018,132.41792022043515,Cuiabá,5103403,Mato Grosso
2019,132.41792022043515,Cuiabá,5103403,Mato Grosso
2020,132.41792022043515,Cuiabá,5103403,Mato Grosso
2021,132.41792022043515,Cuiabá,5103403,Mato Grosso
2022,132.41792022043515,Cuiabá,5103403,Mato Grosso
2007,287.67176346472763,Curvelândia,5103437,Mato Grosso
2008,288.2920792067582,Curvelândia,5103437,Mato Grosso
2009,288.2920792067582,Curvelândia,5103437,Mato Grosso
2010,288.2920792067582,Curvelândia,5103437,Mato Grosso
2011,288.2920792067582,Curvelândia,5103437,Mato Grosso
2012,288.2920792067582,Curvelândia,5103437,Mato Grosso
2013,288.40460148910745,Curvelândia,5103437,Mato Grosso
2014,288.40460148910745,Curvelândia,5103437,Mato Grosso
2015,288.40460148910745,Curvelândia,5103437,Mato Grosso
2016,288.40460148910745,Curvelândia,5103437,Mato Grosso
2017,288.40460148910745,Curvelândia,5103437,Mato Grosso
2018,288.40460148910745,Curvelândia,5103437,Mato Grosso
2019,288.53854634551504,Curvelândia,5103437,Mato Grosso
2020,288.84324705048476,Curvelândia,5103437,Mato Grosso
2021,288.94881200887806,Curvelândia,5103437,Mato Grosso
2022,288.94881200887806,Curvelândia,5103437,Mato Grosso
2007,1917.8212270021736,Cáceres,5102504,Mato Grosso
2008,1931.740581326622,Cáceres,5102504,Mato Grosso
2009,1934.0240782861063,Cáceres,5102504,Mato Grosso
2010,1935.126180139115,Cáceres,5102504,Mato Grosso
2011,1936.3397221070347,Cáceres,5102504,Mato Grosso
2012,1937.8589779485371,Cáceres,5102504,Mato Grosso
2013,1943.1436390215954,Cáceres,5102504,Mato Grosso
2014,1945.6844114738406,Cáceres,5102504,Mato Grosso
2015,1953.8173697422178,Cáceres,5102504,Mato Grosso
2016,1959.689434310894,Cáceres,5102504,Mato Grosso
2017,1967.971217651993,Cáceres,5102504,Mato Grosso
2018,1970.0343015680628,Cáceres,5102504,Mato Grosso
2019,1972.0964193839297,Cáceres,5102504,Mato Grosso
2020,1978.0113648635736,Cáceres,5102504,Mato Grosso
2021,1983.0616745760144,Cáceres,5102504,Mato Grosso
2022,1988.958047223769,Cáceres,5102504,Mato Grosso
2007,1099.2016586693903,Denise,5103452,Mato Grosso
2008,1100.092496895629,Denise,5103452,Mato Grosso
2009,1100.4877709587743,Denise,5103452,Mato Grosso
2010,1100.7390128182763,Denise,5103452,Mato Grosso
2011,1100.7390128182763,Denise,5103452,Mato Grosso
2012,1100.7390128182763,Denise,5103452,Mato Grosso
2013,1100.7390128182763,Denise,5103452,Mato Grosso
2014,1100.7390128182763,Denise,5103452,Mato Grosso
2015,1100.7390128182763,Denise,5103452,Mato Grosso
2016,1100.814329334239,Denise,5103452,Mato Grosso
2017,1101.4382589876157,Denise,5103452,Mato Grosso
2018,1101.4382589876157,Denise,5103452,Mato Grosso
2019,1101.5236646865274,Denise,5103452,Mato Grosso
2020,1101.808978026988,Denise,5103452,Mato Grosso
2021,1101.8929351338993,Denise,5103452,Mato Grosso
2022,1102.2181865847624,Denise,5103452,Mato Grosso
2007,601.2775248681312,Diamantino,5103502,Mato Grosso
2008,606.359441358238,Diamantino,5103502,Mato Grosso
2009,607.243067704227,Diamantino,5103502,Mato Grosso
2010,608.0932554611231,Diamantino,5103502,Mato Grosso
2011,609.3144537556993,Diamantino,5103502,Mato Grosso
2012,610.8124206620578,Diamantino,5103502,Mato Grosso
2013,612.712068483027,Diamantino,5103502,Mato Grosso
2014,617.4879892615025,Diamantino,5103502,Mato Grosso
2015,623.0261769859118,Diamantino,5103502,Mato Grosso
2016,626.4723699684416,Diamantino,5103502,Mato Grosso
2017,633.4168571712827,Diamantino,5103502,Mato Grosso
2018,637.4250441781357,Diamantino,5103502,Mato Grosso
2019,638.000783458831,Diamantino,5103502,Mato Grosso
2020,644.0144596006656,Diamantino,5103502,Mato Grosso
2021,649.6896338665847,Diamantino,5103502,Mato Grosso
2022,650.993438399217,Diamantino,5103502,Mato Grosso
2007,795.7580265708948,Dom Aquino,5103601,Mato Grosso
2008,795.8846104138564,Dom Aquino,5103601,Mato Grosso
2009,795.8846104138564,Dom Aquino,5103601,Mato Grosso
2010,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2011,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2012,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2013,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2014,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2015,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2016,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2017,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2018,796.0822270774911,Dom Aquino,5103601,Mato Grosso
2019,796.2734870734885,Dom Aquino,5103601,Mato Grosso
2020,796.3699037042261,Dom Aquino,5103601,Mato Grosso
2021,796.5067426536577,Dom Aquino,5103601,Mato Grosso
2022,796.5067426536577,Dom Aquino,5103601,Mato Grosso
2007,1750.5699453160078,Feliz Natal,5103700,Mato Grosso
2008,1974.516016722114,Feliz Natal,5103700,Mato Grosso
2009,1978.131770398367,Feliz Natal,5103700,Mato Grosso
2010,2005.9844478849677,Feliz Natal,5103700,Mato Grosso
2011,2033.4587886370962,Feliz Natal,5103700,Mato Grosso
2012,2053.5487893895947,Feliz Natal,5103700,Mato Grosso
2013,2075.481810701673,Feliz Natal,5103700,Mato Grosso
2014,2124.9577185896355,Feliz Natal,5103700,Mato Grosso
2015,2209.0227831843254,Feliz Natal,5103700,Mato Grosso
2016,2288.3240264887895,Feliz Natal,5103700,Mato Grosso
2017,2328.820371737302,Feliz Natal,5103700,Mato Grosso
2018,2391.907759405241,Feliz Natal,5103700,Mato Grosso
2019,2439.3294600559198,Feliz Natal,5103700,Mato Grosso
2020,2502.781940313044,Feliz Natal,5103700,Mato Grosso
2021,2545.501713726189,Feliz Natal,5103700,Mato Grosso
2022,2594.5530689516822,Feliz Natal,5103700,Mato Grosso
2007,721.2753251451995,Figueirópolis D'Oeste,5103809,Mato Grosso
2008,722.185558252386,Figueirópolis D'Oeste,5103809,Mato Grosso
2009,722.3535215905149,Figueirópolis D'Oeste,5103809,Mato Grosso
2010,722.4748559355226,Figueirópolis D'Oeste,5103809,Mato Grosso
2011,722.7888964808741,Figueirópolis D'Oeste,5103809,Mato Grosso
2012,722.7888964808741,Figueirópolis D'Oeste,5103809,Mato Grosso
2013,722.7916296924998,Figueirópolis D'Oeste,5103809,Mato Grosso
2014,722.7916296924998,Figueirópolis D'Oeste,5103809,Mato Grosso
2015,722.8715298610705,Figueirópolis D'Oeste,5103809,Mato Grosso
2016,722.8715298610705,Figueirópolis D'Oeste,5103809,Mato Grosso
2017,722.8715298610705,Figueirópolis D'Oeste,5103809,Mato Grosso
2018,722.9125494378563,Figueirópolis D'Oeste,5103809,Mato Grosso
2019,722.9125494378563,Figueirópolis D'Oeste,5103809,Mato Grosso
2020,724.1001145939098,Figueirópolis D'Oeste,5103809,Mato Grosso
2021,724.1001145939098,Figueirópolis D'Oeste,5103809,Mato Grosso
2022,724.1001145939098,Figueirópolis D'Oeste,5103809,Mato Grosso
2007,3291.722122081231,Gaúcha do Norte,5103858,Mato Grosso
2008,3488.078323214249,Gaúcha do Norte,5103858,Mato Grosso
2009,3497.341077251949,Gaúcha do Norte,5103858,Mato Grosso
2010,3500.571340415728,Gaúcha do Norte,5103858,Mato Grosso
2011,3510.2748426504813,Gaúcha do Norte,5103858,Mato Grosso
2012,3520.5951532297627,Gaúcha do Norte,5103858,Mato Grosso
2013,3545.833512996444,Gaúcha do Norte,5103858,Mato Grosso
2014,3578.227557528709,Gaúcha do Norte,5103858,Mato Grosso
2015,3588.980380157446,Gaúcha do Norte,5103858,Mato Grosso
2016,3647.058488519146,Gaúcha do Norte,5103858,Mato Grosso
2017,3695.362730326741,Gaúcha do Norte,5103858,Mato Grosso
2018,3703.9160128038684,Gaúcha do Norte,5103858,Mato Grosso
2019,3719.5352722800244,Gaúcha do Norte,5103858,Mato Grosso
2020,3772.113876859311,Gaúcha do Norte,5103858,Mato Grosso
2021,3793.8236645144057,Gaúcha do Norte,5103858,Mato Grosso
2022,3812.3210428940843,Gaúcha do Norte,5103858,Mato Grosso
2007,0,General Carneiro,5103908,Mato Grosso
2008,0,General Carneiro,5103908,Mato Grosso
2009,0,General Carneiro,5103908,Mato Grosso
2010,0,General Carneiro,5103908,Mato Grosso
2011,0,General Carneiro,5103908,Mato Grosso
2012,0,General Carneiro,5103908,Mato Grosso
2013,0,General Carneiro,5103908,Mato Grosso
2014,0,General Carneiro,5103908,Mato Grosso
2015,0,General Carneiro,5103908,Mato Grosso
2016,0,General Carneiro,5103908,Mato Grosso
2017,0,General Carneiro,5103908,Mato Grosso
2018,0,General Carneiro,5103908,Mato Grosso
2019,0,General Carneiro,5103908,Mato Grosso
2020,0,General Carneiro,5103908,Mato Grosso
2021,0,General Carneiro,5103908,Mato Grosso
2022,0,General Carneiro,5103908,Mato Grosso
2007,286.2774663379613,Glória D'Oeste,5103957,Mato Grosso
2008,286.9210215903011,Glória D'Oeste,5103957,Mato Grosso
2009,286.9732315732557,Glória D'Oeste,5103957,Mato Grosso
2010,286.9732315732557,Glória D'Oeste,5103957,Mato Grosso
2011,286.9732315732557,Glória D'Oeste,5103957,Mato Grosso
2012,286.9732315732557,Glória D'Oeste,5103957,Mato Grosso
2013,286.9732315732557,Glória D'Oeste,5103957,Mato Grosso
2014,286.9732315732557,Glória D'Oeste,5103957,Mato Grosso
2015,287.0820897403138,Glória D'Oeste,5103957,Mato Grosso
2016,287.0820897403138,Glória D'Oeste,5103957,Mato Grosso
2017,287.1667961747626,Glória D'Oeste,5103957,Mato Grosso
2018,287.1667961747626,Glória D'Oeste,5103957,Mato Grosso
2019,287.1667961747626,Glória D'Oeste,5103957,Mato Grosso
2020,287.2655383283078,Glória D'Oeste,5103957,Mato Grosso
2021,287.2655383283078,Glória D'Oeste,5103957,Mato Grosso
2022,287.2655383283078,Glória D'Oeste,5103957,Mato Grosso
2007,2364.9678757645165,Guarantã do Norte,5104104,Mato Grosso
2008,2404.4767126753145,Guarantã do Norte,5104104,Mato Grosso
2009,2413.5366071480953,Guarantã do Norte,5104104,Mato Grosso
2010,2418.3314024392257,Guarantã do Norte,5104104,Mato Grosso
2011,2427.5417660772246,Guarantã do Norte,5104104,Mato Grosso
2012,2431.547943041042,Guarantã do Norte,5104104,Mato Grosso
2013,2439.572750511604,Guarantã do Norte,5104104,Mato Grosso
2014,2446.9231633615827,Guarantã do Norte,5104104,Mato Grosso
2015,2458.418684928165,Guarantã do Norte,5104104,Mato Grosso
